New Fault Map Bit,Tag Name,Description,,Asset,Used,New Manual Intervention Map Bit,Tag Name,Description,,Asset,Used,New Warning Map Bit,Tag Name,Description,Asset,Used,,,,Tag,Word,Bit
,FB1[21].31,,FB1[21].31 ~ ,,,,MB1[21].31,,MB1[21].31 ~ ,,,,WB1[21].31,,,,,,,WB1,21,31
,FB1[22].0,RACK 4 FAULT,FB1[22].0 ~ RACK 4 FAULT,,X,,MB1[22].0,,MB1[22].0 ~ ,,,,WB1[22].0,,,,,,,WB1,22,0
,FB1[22].1,,FB1[22].1 ~ ,,,,MB1[22].1,,MB1[22].1 ~ ,,,,WB1[22].1,,,,,,,WB1,22,1
,FB1[22].2,,FB1[22].2 ~ ,,,,MB1[22].2,,MB1[22].2 ~ ,,,,WB1[22].2,,,,,,,WB1,22,2
,FB1[22].3,,FB1[22].3 ~ ,,,,MB1[22].3,,MB1[22].3 ~ ,,,,WB1[22].3,,,,,,,WB1,22,3
,FB1[22].4,"RACK 5 MODULE GROUP 0,1,2,3 FAULT","FB1[22].4 ~ RACK 5 MODULE GROUP 0,1,2,3 FAULT",,X,,MB1[22].4,,MB1[22].4 ~ ,,,,WB1[22].4,,,,,,,WB1,22,4
,FB1[22].5,,FB1[22].5 ~ ,,,,MB1[22].5,,MB1[22].5 ~ ,,,,WB1[22].5,,,,,,,WB1,22,5
,FB1[22].6,"RACK 5 MODULE GROUP 4,5,6,7 FAULT","FB1[22].6 ~ RACK 5 MODULE GROUP 4,5,6,7 FAULT",,X,,MB1[22].6,,MB1[22].6 ~ ,,,,WB1[22].6,,,,,,,WB1,22,6
,FB1[22].7,,FB1[22].7 ~ ,,,,MB1[22].7,,MB1[22].7 ~ ,,,,WB1[22].7,,,,,,,WB1,22,7
,FB1[22].8,"RACK 6 MODULE GROUP 0,1 FAULT","FB1[22].8 ~ RACK 6 MODULE GROUP 0,1 FAULT",,X,,MB1[22].8,,MB1[22].8 ~ ,,,,WB1[22].8,,,,,,,WB1,22,8
,FB1[22].9,"RACK 6 MODULE GROUP 2,3 FAULT","FB1[22].9 ~ RACK 6 MODULE GROUP 2,3 FAULT",,X,,MB1[22].9,,MB1[22].9 ~ ,,,,WB1[22].9,,,,,,,WB1,22,9
,FB1[22].10,"RACK 6 MODULE GROUP 4,5 FAULT","FB1[22].10 ~ RACK 6 MODULE GROUP 4,5 FAULT",,X,,MB1[22].10,,MB1[22].10 ~ ,,,,WB1[22].10,,,,,,,WB1,22,10
,FB1[22].11,"RACK 6 MODULE GROUP 6,7 FAULT","FB1[22].11 ~ RACK 6 MODULE GROUP 6,7 FAULT",,X,,MB1[22].11,,MB1[22].11 ~ ,,,,WB1[22].11,,,,,,,WB1,22,11
,FB1[22].12,"RACK 7 MODULE GROUP 0,1,2,3FAULT","FB1[22].12 ~ RACK 7 MODULE GROUP 0,1,2,3FAULT",,X,,MB1[22].12,,MB1[22].12 ~ ,,,,WB1[22].12,,,,,,,WB1,22,12
,FB1[22].13,,FB1[22].13 ~ ,,,,MB1[22].13,,MB1[22].13 ~ ,,,,WB1[22].13,,,,,,,WB1,22,13
,FB1[22].14,"RACK 7 MODULE GROUP 4,5,6,7 FAULT","FB1[22].14 ~ RACK 7 MODULE GROUP 4,5,6,7 FAULT",,X,,MB1[22].14,,MB1[22].14 ~ ,,,,WB1[22].14,,,,,,,WB1,22,14
,FB1[22].15,,FB1[22].15 ~ ,,,,MB1[22].15,,MB1[22].15 ~ ,,,,WB1[22].15,,,,,,,WB1,22,15
,FB1[22].16,,FB1[22].16 ~ ,,,,MB1[22].16,,MB1[22].16 ~ ,,,,WB1[22].16,,,,,,,WB1,22,16
,FB1[22].17,,FB1[22].17 ~ ,,,,MB1[22].17,,MB1[22].17 ~ ,,,,WB1[22].17,,,,,,,WB1,22,17
,FB1[22].18,,FB1[22].18 ~ ,,,,MB1[22].18,,MB1[22].18 ~ ,,,,WB1[22].18,,,,,,,WB1,22,18
,FB1[22].19,,FB1[22].19 ~ ,,,,MB1[22].19,,MB1[22].19 ~ ,,,,WB1[22].19,,,,,,,WB1,22,19
,FB1[22].20,,FB1[22].20 ~ ,,,,MB1[22].20,,MB1[22].20 ~ ,,,,WB1[22].20,,,,,,,WB1,22,20
,FB1[22].21,,FB1[22].21 ~ ,,,,MB1[22].21,,MB1[22].21 ~ ,,,,WB1[22].21,,,,,,,WB1,22,21
,FB1[22].22,,FB1[22].22 ~ ,,,,MB1[22].22,,MB1[22].22 ~ ,,,,WB1[22].22,,,,,,,WB1,22,22
,FB1[22].23,,FB1[22].23 ~ ,,,,MB1[22].23,,MB1[22].23 ~ ,,,,WB1[22].23,,,,,,,WB1,22,23
,FB1[22].24,,FB1[22].24 ~ ,,,,MB1[22].24,,MB1[22].24 ~ ,,,,WB1[22].24,,,,,,,WB1,22,24
,FB1[22].25,,FB1[22].25 ~ ,,,,MB1[22].25,,MB1[22].25 ~ ,,,,WB1[22].25,,,,,,,WB1,22,25
,FB1[22].26,,FB1[22].26 ~ ,,,,MB1[22].26,,MB1[22].26 ~ ,,,,WB1[22].26,,,,,,,WB1,22,26
,FB1[22].27,,FB1[22].27 ~ ,,,,MB1[22].27,,MB1[22].27 ~ ,,,,WB1[22].27,,,,,,,WB1,22,27
,FB1[22].28,,FB1[22].28 ~ ,,,,MB1[22].28,,MB1[22].28 ~ ,,,,WB1[22].28,,,,,,,WB1,22,28
,FB1[22].29,,FB1[22].29 ~ ,,,,MB1[22].29,,MB1[22].29 ~ ,,,,WB1[22].29,,,,,,,WB1,22,29
,FB1[22].30,,FB1[22].30 ~ ,,,,MB1[22].30,,MB1[22].30 ~ ,,,,WB1[22].30,,,,,,,WB1,22,30
,FB1[22].31,,FB1[22].31 ~ ,,,,MB1[22].31,,MB1[22].31 ~ ,,,,WB1[22].31,,,,,,,WB1,22,31
,FB1[23].0,"RACK 10 MODULE GROUP 0,1,2,3 FAULT","FB1[23].0 ~ RACK 10 MODULE GROUP 0,1,2,3 FAULT",,X,,MB1[23].0,,MB1[23].0 ~ ,,,,WB1[23].0,,,,,,,WB1,23,0
,FB1[23].1,,FB1[23].1 ~ ,,,,MB1[23].1,,MB1[23].1 ~ ,,,,WB1[23].1,,,,,,,WB1,23,1
,FB1[23].2,"RACK 10 MODULE GROUP 4,5,6,7 FAULT","FB1[23].2 ~ RACK 10 MODULE GROUP 4,5,6,7 FAULT",,X,,MB1[23].2,,MB1[23].2 ~ ,,,,WB1[23].2,,,,,,,WB1,23,2
,FB1[23].3,,FB1[23].3 ~ ,,,,MB1[23].3,,MB1[23].3 ~ ,,,,WB1[23].3,,,,,,,WB1,23,3
,FB1[23].4,"RACK 11 MODULE GROUP 0,1 FAULT","FB1[23].4 ~ RACK 11 MODULE GROUP 0,1 FAULT",,X,,MB1[23].4,,MB1[23].4 ~ ,,,,WB1[23].4,,,,,,,WB1,23,4
,FB1[23].5,"RACK 11 MODULE GROUP 2,3 FAULT","FB1[23].5 ~ RACK 11 MODULE GROUP 2,3 FAULT",,X,,MB1[23].5,,MB1[23].5 ~ ,,,,WB1[23].5,,,,,,,WB1,23,5
,FB1[23].6,"RACK 11 MODULE GROUP 4,5 FAULT","FB1[23].6 ~ RACK 11 MODULE GROUP 4,5 FAULT",,X,,MB1[23].6,,MB1[23].6 ~ ,,,,WB1[23].6,,,,,,,WB1,23,6
,FB1[23].7,"RACK 11 MODULE GROUP 6,7 FAULT","FB1[23].7 ~ RACK 11 MODULE GROUP 6,7 FAULT",,X,,MB1[23].7,,MB1[23].7 ~ ,,,,WB1[23].7,,,,,,,WB1,23,7
,FB1[23].8,"RACK 12 MODULE GROUP 0,1 FAULT","FB1[23].8 ~ RACK 12 MODULE GROUP 0,1 FAULT",,X,,MB1[23].8,,MB1[23].8 ~ ,,,,WB1[23].8,,,,,,,WB1,23,8
,FB1[23].9,"RACK 12 MODULE GROUP 2,3 FAULT","FB1[23].9 ~ RACK 12 MODULE GROUP 2,3 FAULT",,X,,MB1[23].9,,MB1[23].9 ~ ,,,,WB1[23].9,,,,,,,WB1,23,9
,FB1[23].10,"RACK 12 MODULE GROUP 4,5 FAULT","FB1[23].10 ~ RACK 12 MODULE GROUP 4,5 FAULT",,X,,MB1[23].10,,MB1[23].10 ~ ,,,,WB1[23].10,,,,,,,WB1,23,10
,FB1[23].11,"RACK 12 MODULE GROUP 6,7 FAULT","FB1[23].11 ~ RACK 12 MODULE GROUP 6,7 FAULT",,X,,MB1[23].11,,MB1[23].11 ~ ,,,,WB1[23].11,,,,,,,WB1,23,11
,FB1[23].12,,FB1[23].12 ~ ,,,,MB1[23].12,,MB1[23].12 ~ ,,,,WB1[23].12,,,,,,,WB1,23,12
,FB1[23].13,,FB1[23].13 ~ ,,,,MB1[23].13,,MB1[23].13 ~ ,,,,WB1[23].13,,,,,,,WB1,23,13
,FB1[23].14,,FB1[23].14 ~ ,,,,MB1[23].14,,MB1[23].14 ~ ,,,,WB1[23].14,,,,,,,WB1,23,14
,FB1[23].15,,FB1[23].15 ~ ,,,,MB1[23].15,,MB1[23].15 ~ ,,,,WB1[23].15,,,,,,,WB1,23,15
,FB1[23].16,,FB1[23].16 ~ ,,,,MB1[23].16,,MB1[23].16 ~ ,,,,WB1[23].16,,,,,,,WB1,23,16
,FB1[23].17,,FB1[23].17 ~ ,,,,MB1[23].17,,MB1[23].17 ~ ,,,,WB1[23].17,,,,,,,WB1,23,17
,FB1[23].18,,FB1[23].18 ~ ,,,,MB1[23].18,,MB1[23].18 ~ ,,,,WB1[23].18,,,,,,,WB1,23,18
,FB1[23].19,,FB1[23].19 ~ ,,,,MB1[23].19,,MB1[23].19 ~ ,,,,WB1[23].19,,,,,,,WB1,23,19
,FB1[23].20,,FB1[23].20 ~ ,,,,MB1[23].20,,MB1[23].20 ~ ,,,,WB1[23].20,,,,,,,WB1,23,20
,FB1[23].21,,FB1[23].21 ~ ,,,,MB1[23].21,,MB1[23].21 ~ ,,,,WB1[23].21,,,,,,,WB1,23,21
,FB1[23].22,,FB1[23].22 ~ ,,,,MB1[23].22,,MB1[23].22 ~ ,,,,WB1[23].22,,,,,,,WB1,23,22
,FB1[23].23,,FB1[23].23 ~ ,,,,MB1[23].23,,MB1[23].23 ~ ,,,,WB1[23].23,,,,,,,WB1,23,23
,FB1[23].24,,FB1[23].24 ~ ,,,,MB1[23].24,,MB1[23].24 ~ ,,,,WB1[23].24,,,,,,,WB1,23,24
,FB1[23].25,,FB1[23].25 ~ ,,,,MB1[23].25,,MB1[23].25 ~ ,,,,WB1[23].25,,,,,,,WB1,23,25
,FB1[23].26,,FB1[23].26 ~ ,,,,MB1[23].26,,MB1[23].26 ~ ,,,,WB1[23].26,,,,,,,WB1,23,26
,FB1[23].27,,FB1[23].27 ~ ,,,,MB1[23].27,,MB1[23].27 ~ ,,,,WB1[23].27,,,,,,,WB1,23,27
,FB1[23].28,,FB1[23].28 ~ ,,,,MB1[23].28,,MB1[23].28 ~ ,,,,WB1[23].28,,,,,,,WB1,23,28
,FB1[23].29,,FB1[23].29 ~ ,,,,MB1[23].29,,MB1[23].29 ~ ,,,,WB1[23].29,,,,,,,WB1,23,29
,FB1[23].30,,FB1[23].30 ~ ,,,,MB1[23].30,,MB1[23].30 ~ ,,,,WB1[23].30,,,,,,,WB1,23,30
,FB1[23].31,,FB1[23].31 ~ ,,,,MB1[23].31,,MB1[23].31 ~ ,,,,WB1[23].31,,,,,,,WB1,23,31
,FB1[24].0,"RACK 14 MODULE GROUP 0,1 FAULT","FB1[24].0 ~ RACK 14 MODULE GROUP 0,1 FAULT",,X,,MB1[24].0,,MB1[24].0 ~ ,,,,WB1[24].0,,,,,,,WB1,24,0
,FB1[24].1,"RACK 14 MODULE GROUP 2,3 FAULT","FB1[24].1 ~ RACK 14 MODULE GROUP 2,3 FAULT",,X,,MB1[24].1,,MB1[24].1 ~ ,,,,WB1[24].1,,,,,,,WB1,24,1
,FB1[24].2,"RACK 14 MODULE GROUP 4,5 FAULT","FB1[24].2 ~ RACK 14 MODULE GROUP 4,5 FAULT",,X,,MB1[24].2,,MB1[24].2 ~ ,,,,WB1[24].2,,,,,,,WB1,24,2
,FB1[24].3,"RACK 14 MODULE GROUP 6,7 FAULT","FB1[24].3 ~ RACK 14 MODULE GROUP 6,7 FAULT",,X,,MB1[24].3,,MB1[24].3 ~ ,,,,WB1[24].3,,,,,,,WB1,24,3
,FB1[24].4,"RACK 15 MODULE GROUP 0,1 FAULT","FB1[24].4 ~ RACK 15 MODULE GROUP 0,1 FAULT",,X,,MB1[24].4,,MB1[24].4 ~ ,,,,WB1[24].4,,,,,,,WB1,24,4
,FB1[24].5,"RACK 15 MODULE GROUP 2,3 FAULT","FB1[24].5 ~ RACK 15 MODULE GROUP 2,3 FAULT",,X,,MB1[24].5,,MB1[24].5 ~ ,,,,WB1[24].5,,,,,,,WB1,24,5
,FB1[24].6,"RACK 15 MODULE GROUP 4,5 FAULT","FB1[24].6 ~ RACK 15 MODULE GROUP 4,5 FAULT",,X,,MB1[24].6,,MB1[24].6 ~ ,,,,WB1[24].6,,,,,,,WB1,24,6
,FB1[24].7,"RACK 15 MODULE GROUP 6,7 FAULT","FB1[24].7 ~ RACK 15 MODULE GROUP 6,7 FAULT",,X,,MB1[24].7,,MB1[24].7 ~ ,,,,WB1[24].7,,,,,,,WB1,24,7
,FB1[24].8,"RACK 16 MODULE GROUP 0,1,2,3,4,5 FAULT","FB1[24].8 ~ RACK 16 MODULE GROUP 0,1,2,3,4,5 FAULT",,X,,MB1[24].8,,MB1[24].8 ~ ,,,,WB1[24].8,,,,,,,WB1,24,8
,FB1[24].9,,FB1[24].9 ~ ,,,,MB1[24].9,,MB1[24].9 ~ ,,,,WB1[24].9,,,,,,,WB1,24,9
,FB1[24].10,,FB1[24].10 ~ ,,,,MB1[24].10,,MB1[24].10 ~ ,,,,WB1[24].10,,,,,,,WB1,24,10
,FB1[24].11,"RACK 16 MODULE GROUP 6,7 FAULT","FB1[24].11 ~ RACK 16 MODULE GROUP 6,7 FAULT",,X,,MB1[24].11,,MB1[24].11 ~ ,,,,WB1[24].11,,,,,,,WB1,24,11
,FB1[24].12,,FB1[24].12 ~ ,,,,MB1[24].12,,MB1[24].12 ~ ,,,,WB1[24].12,,,,,,,WB1,24,12
,FB1[24].13,,FB1[24].13 ~ ,,,,MB1[24].13,,MB1[24].13 ~ ,,,,WB1[24].13,,,,,,,WB1,24,13
,FB1[24].14,,FB1[24].14 ~ ,,,,MB1[24].14,,MB1[24].14 ~ ,,,,WB1[24].14,,,,,,,WB1,24,14
,FB1[24].15,,FB1[24].15 ~ ,,,,MB1[24].15,,MB1[24].15 ~ ,,,,WB1[24].15,,,,,,,WB1,24,15
,FB1[24].16,,FB1[24].16 ~ ,,,,MB1[24].16,,MB1[24].16 ~ ,,,,WB1[24].16,,,,,,,WB1,24,16
,FB1[24].17,,FB1[24].17 ~ ,,,,MB1[24].17,,MB1[24].17 ~ ,,,,WB1[24].17,,,,,,,WB1,24,17
,FB1[24].18,,FB1[24].18 ~ ,,,,MB1[24].18,,MB1[24].18 ~ ,,,,WB1[24].18,,,,,,,WB1,24,18
,FB1[24].19,,FB1[24].19 ~ ,,,,MB1[24].19,,MB1[24].19 ~ ,,,,WB1[24].19,,,,,,,WB1,24,19
,FB1[24].20,,FB1[24].20 ~ ,,,,MB1[24].20,,MB1[24].20 ~ ,,,,WB1[24].20,,,,,,,WB1,24,20
,FB1[24].21,,FB1[24].21 ~ ,,,,MB1[24].21,,MB1[24].21 ~ ,,,,WB1[24].21,,,,,,,WB1,24,21
,FB1[24].22,,FB1[24].22 ~ ,,,,MB1[24].22,,MB1[24].22 ~ ,,,,WB1[24].22,,,,,,,WB1,24,22
,FB1[24].23,,FB1[24].23 ~ ,,,,MB1[24].23,,MB1[24].23 ~ ,,,,WB1[24].23,,,,,,,WB1,24,23
,FB1[24].24,,FB1[24].24 ~ ,,,,MB1[24].24,,MB1[24].24 ~ ,,,,WB1[24].24,,,,,,,WB1,24,24
,FB1[24].25,,FB1[24].25 ~ ,,,,MB1[24].25,,MB1[24].25 ~ ,,,,WB1[24].25,,,,,,,WB1,24,25
,FB1[24].26,,FB1[24].26 ~ ,,,,MB1[24].26,,MB1[24].26 ~ ,,,,WB1[24].26,,,,,,,WB1,24,26
,FB1[24].27,,FB1[24].27 ~ ,,,,MB1[24].27,,MB1[24].27 ~ ,,,,WB1[24].27,,,,,,,WB1,24,27
,FB1[24].28,,FB1[24].28 ~ ,,,,MB1[24].28,,MB1[24].28 ~ ,,,,WB1[24].28,,,,,,,WB1,24,28
,FB1[24].29,,FB1[24].29 ~ ,,,,MB1[24].29,,MB1[24].29 ~ ,,,,WB1[24].29,,,,,,,WB1,24,29
,FB1[24].30,,FB1[24].30 ~ ,,,,MB1[24].30,,MB1[24].30 ~ ,,,,WB1[24].30,,,,,,,WB1,24,30
,FB1[24].31,,FB1[24].31 ~ ,,,,MB1[24].31,,MB1[24].31 ~ ,,,,WB1[24].31,,,,,,,WB1,24,31
,FB1[25].0,,FB1[25].0 ~ ,,,,MB1[25].0,,MB1[25].0 ~ ,,,,WB1[25].0,,,,,,,WB1,25,0
,FB1[25].1,,FB1[25].1 ~ ,,,,MB1[25].1,,MB1[25].1 ~ ,,,,WB1[25].1,,,,,,,WB1,25,1
,FB1[25].2,,FB1[25].2 ~ ,,,,MB1[25].2,,MB1[25].2 ~ ,,,,WB1[25].2,,,,,,,WB1,25,2
,FB1[25].3,,FB1[25].3 ~ ,,,,MB1[25].3,,MB1[25].3 ~ ,,,,WB1[25].3,,,,,,,WB1,25,3
,FB1[25].4,,FB1[25].4 ~ ,,,,MB1[25].4,,MB1[25].4 ~ ,,,,WB1[25].4,,,,,,,WB1,25,4
,FB1[25].5,,FB1[25].5 ~ ,,,,MB1[25].5,,MB1[25].5 ~ ,,,,WB1[25].5,,,,,,,WB1,25,5
,FB1[25].6,,FB1[25].6 ~ ,,,,MB1[25].6,,MB1[25].6 ~ ,,,,WB1[25].6,,,,,,,WB1,25,6
,FB1[25].7,,FB1[25].7 ~ ,,,,MB1[25].7,,MB1[25].7 ~ ,,,,WB1[25].7,,,,,,,WB1,25,7
,FB1[25].8,"RACK 22 MODULE GROUP 0,1,2,3 FAULT","FB1[25].8 ~ RACK 22 MODULE GROUP 0,1,2,3 FAULT",,X,,MB1[25].8,,MB1[25].8 ~ ,,,,WB1[25].8,,,,,,,WB1,25,8
,FB1[25].9,,FB1[25].9 ~ ,,,,MB1[25].9,,MB1[25].9 ~ ,,,,WB1[25].9,,,,,,,WB1,25,9
,FB1[25].10,"RACK 22 MODULE GROUP 4,5,6,7 FAULT","FB1[25].10 ~ RACK 22 MODULE GROUP 4,5,6,7 FAULT",,X,,MB1[25].10,,MB1[25].10 ~ ,,,,WB1[25].10,,,,,,,WB1,25,10
,FB1[25].11,,FB1[25].11 ~ ,,,,MB1[25].11,,MB1[25].11 ~ ,,,,WB1[25].11,,,,,,,WB1,25,11
,FB1[25].12,,FB1[25].12 ~ ,,,,MB1[25].12,,MB1[25].12 ~ ,,,,WB1[25].12,,,,,,,WB1,25,12
,FB1[25].13,,FB1[25].13 ~ ,,,,MB1[25].13,,MB1[25].13 ~ ,,,,WB1[25].13,,,,,,,WB1,25,13
,FB1[25].14,,FB1[25].14 ~ ,,,,MB1[25].14,,MB1[25].14 ~ ,,,,WB1[25].14,,,,,,,WB1,25,14
,FB1[25].15,,FB1[25].15 ~ ,,,,MB1[25].15,,MB1[25].15 ~ ,,,,WB1[25].15,,,,,,,WB1,25,15
,FB1[25].16,,FB1[25].16 ~ ,,,,MB1[25].16,,MB1[25].16 ~ ,,,,WB1[25].16,,,,,,,WB1,25,16
,FB1[25].17,,FB1[25].17 ~ ,,,,MB1[25].17,,MB1[25].17 ~ ,,,,WB1[25].17,,,,,,,WB1,25,17
,FB1[25].18,,FB1[25].18 ~ ,,,,MB1[25].18,,MB1[25].18 ~ ,,,,WB1[25].18,,,,,,,WB1,25,18
,FB1[25].19,,FB1[25].19 ~ ,,,,MB1[25].19,,MB1[25].19 ~ ,,,,WB1[25].19,,,,,,,WB1,25,19
,FB1[25].20,,FB1[25].20 ~ ,,,,MB1[25].20,,MB1[25].20 ~ ,,,,WB1[25].20,,,,,,,WB1,25,20
,FB1[25].21,,FB1[25].21 ~ ,,,,MB1[25].21,,MB1[25].21 ~ ,,,,WB1[25].21,,,,,,,WB1,25,21
,FB1[25].22,,FB1[25].22 ~ ,,,,MB1[25].22,,MB1[25].22 ~ ,,,,WB1[25].22,,,,,,,WB1,25,22
,FB1[25].23,,FB1[25].23 ~ ,,,,MB1[25].23,,MB1[25].23 ~ ,,,,WB1[25].23,,,,,,,WB1,25,23
,FB1[25].24,,FB1[25].24 ~ ,,,,MB1[25].24,,MB1[25].24 ~ ,,,,WB1[25].24,,,,,,,WB1,25,24
,FB1[25].25,,FB1[25].25 ~ ,,,,MB1[25].25,,MB1[25].25 ~ ,,,,WB1[25].25,,,,,,,WB1,25,25
,FB1[25].26,,FB1[25].26 ~ ,,,,MB1[25].26,,MB1[25].26 ~ ,,,,WB1[25].26,,,,,,,WB1,25,26
,FB1[25].27,,FB1[25].27 ~ ,,,,MB1[25].27,,MB1[25].27 ~ ,,,,WB1[25].27,,,,,,,WB1,25,27
,FB1[25].28,,FB1[25].28 ~ ,,,,MB1[25].28,,MB1[25].28 ~ ,,,,WB1[25].28,,,,,,,WB1,25,28
,FB1[25].29,,FB1[25].29 ~ ,,,,MB1[25].29,,MB1[25].29 ~ ,,,,WB1[25].29,,,,,,,WB1,25,29
,FB1[25].30,,FB1[25].30 ~ ,,,,MB1[25].30,,MB1[25].30 ~ ,,,,WB1[25].30,,,,,,,WB1,25,30
,FB1[25].31,,FB1[25].31 ~ ,,,,MB1[25].31,,MB1[25].31 ~ ,,,,WB1[25].31,,,,,,,WB1,25,31
,FB1[26].0,"RACK 24 MODULE GROUP 0,1 FAULT","FB1[26].0 ~ RACK 24 MODULE GROUP 0,1 FAULT",,X,,MB1[26].0,,MB1[26].0 ~ ,,,,WB1[26].0,,,,,,,WB1,26,0
,FB1[26].1,"RACK 24 MODULE GROUP 2,3 FAULT","FB1[26].1 ~ RACK 24 MODULE GROUP 2,3 FAULT",,X,,MB1[26].1,,MB1[26].1 ~ ,,,,WB1[26].1,,,,,,,WB1,26,1
,FB1[26].2,"RACK 24 MODULE GROUP 4,5 FAULT","FB1[26].2 ~ RACK 24 MODULE GROUP 4,5 FAULT",,X,,MB1[26].2,,MB1[26].2 ~ ,,,,WB1[26].2,,,,,,,WB1,26,2
,FB1[26].3,"RACK 24 MODULE GROUP 6,7 FAULT","FB1[26].3 ~ RACK 24 MODULE GROUP 6,7 FAULT",,X,,MB1[26].3,,MB1[26].3 ~ ,,,,WB1[26].3,,,,,,,WB1,26,3
,FB1[26].4,"RACK 25 MODULE GROUP 0,1 FAULT","FB1[26].4 ~ RACK 25 MODULE GROUP 0,1 FAULT",,X,,MB1[26].4,,MB1[26].4 ~ ,,,,WB1[26].4,,,,,,,WB1,26,4
,FB1[26].5,"RACK 25 MODULE GROUP 2,3 FAULT","FB1[26].5 ~ RACK 25 MODULE GROUP 2,3 FAULT",,X,,MB1[26].5,,MB1[26].5 ~ ,,,,WB1[26].5,,,,,,,WB1,26,5
,FB1[26].6,"RACK 25 MODULE GROUP 4,5 FAULT","FB1[26].6 ~ RACK 25 MODULE GROUP 4,5 FAULT",,X,,MB1[26].6,,MB1[26].6 ~ ,,,,WB1[26].6,,,,,,,WB1,26,6
,FB1[26].7,"RACK 25 MODULE GROUP 6,7 FAULT","FB1[26].7 ~ RACK 25 MODULE GROUP 6,7 FAULT",,X,,MB1[26].7,,MB1[26].7 ~ ,,,,WB1[26].7,,,,,,,WB1,26,7
,FB1[26].8,"RACK 26 MODULE GROUP 0,1 FAULT","FB1[26].8 ~ RACK 26 MODULE GROUP 0,1 FAULT",,X,,MB1[26].8,,MB1[26].8 ~ ,,,,WB1[26].8,,,,,,,WB1,26,8
,FB1[26].9,"RACK 26 MODULE GROUP 2,3 FAULT","FB1[26].9 ~ RACK 26 MODULE GROUP 2,3 FAULT",,X,,MB1[26].9,,MB1[26].9 ~ ,,,,WB1[26].9,,,,,,,WB1,26,9
,FB1[26].10,"RACK 26 MODULE GROUP 4,5 FAULT","FB1[26].10 ~ RACK 26 MODULE GROUP 4,5 FAULT",,X,,MB1[26].10,,MB1[26].10 ~ ,,,,WB1[26].10,,,,,,,WB1,26,10
,FB1[26].11,"RACK 26 MODULE GROUP 6,7 FAULT","FB1[26].11 ~ RACK 26 MODULE GROUP 6,7 FAULT",,X,,MB1[26].11,,MB1[26].11 ~ ,,,,WB1[26].11,,,,,,,WB1,26,11
,FB1[26].12,,FB1[26].12 ~ ,,,,MB1[26].12,,MB1[26].12 ~ ,,,,WB1[26].12,,,,,,,WB1,26,12
,FB1[26].13,,FB1[26].13 ~ ,,,,MB1[26].13,,MB1[26].13 ~ ,,,,WB1[26].13,,,,,,,WB1,26,13
,FB1[26].14,,FB1[26].14 ~ ,,,,MB1[26].14,,MB1[26].14 ~ ,,,,WB1[26].14,,,,,,,WB1,26,14
,FB1[26].15,,FB1[26].15 ~ ,,,,MB1[26].15,,MB1[26].15 ~ ,,,,WB1[26].15,,,,,,,WB1,26,15
,FB1[26].16,,FB1[26].16 ~ ,,,,MB1[26].16,,MB1[26].16 ~ ,,,,WB1[26].16,,,,,,,WB1,26,16
,FB1[26].17,,FB1[26].17 ~ ,,,,MB1[26].17,,MB1[26].17 ~ ,,,,WB1[26].17,,,,,,,WB1,26,17
,FB1[26].18,,FB1[26].18 ~ ,,,,MB1[26].18,,MB1[26].18 ~ ,,,,WB1[26].18,,,,,,,WB1,26,18
,FB1[26].19,,FB1[26].19 ~ ,,,,MB1[26].19,,MB1[26].19 ~ ,,,,WB1[26].19,,,,,,,WB1,26,19
,FB1[26].20,,FB1[26].20 ~ ,,,,MB1[26].20,,MB1[26].20 ~ ,,,,WB1[26].20,,,,,,,WB1,26,20
,FB1[26].21,,FB1[26].21 ~ ,,,,MB1[26].21,,MB1[26].21 ~ ,,,,WB1[26].21,,,,,,,WB1,26,21
,FB1[26].22,,FB1[26].22 ~ ,,,,MB1[26].22,,MB1[26].22 ~ ,,,,WB1[26].22,,,,,,,WB1,26,22
,FB1[26].23,,FB1[26].23 ~ ,,,,MB1[26].23,,MB1[26].23 ~ ,,,,WB1[26].23,,,,,,,WB1,26,23
,FB1[26].24,,FB1[26].24 ~ ,,,,MB1[26].24,,MB1[26].24 ~ ,,,,WB1[26].24,,,,,,,WB1,26,24
,FB1[26].25,,FB1[26].25 ~ ,,,,MB1[26].25,,MB1[26].25 ~ ,,,,WB1[26].25,,,,,,,WB1,26,25
,FB1[26].26,,FB1[26].26 ~ ,,,,MB1[26].26,,MB1[26].26 ~ ,,,,WB1[26].26,,,,,,,WB1,26,26
,FB1[26].27,,FB1[26].27 ~ ,,,,MB1[26].27,,MB1[26].27 ~ ,,,,WB1[26].27,,,,,,,WB1,26,27
,FB1[26].28,,FB1[26].28 ~ ,,,,MB1[26].28,,MB1[26].28 ~ ,,,,WB1[26].28,,,,,,,WB1,26,28
,FB1[26].29,,FB1[26].29 ~ ,,,,MB1[26].29,,MB1[26].29 ~ ,,,,WB1[26].29,,,,,,,WB1,26,29
,FB1[26].30,,FB1[26].30 ~ ,,,,MB1[26].30,,MB1[26].30 ~ ,,,,WB1[26].30,,,,,,,WB1,26,30
,FB1[26].31,,FB1[26].31 ~ ,,,,MB1[26].31,,MB1[26].31 ~ ,,,,WB1[26].31,,,,,,,WB1,26,31
,FB1[27].0,,FB1[27].0 ~ ,,X,,MB1[27].0,,MB1[27].0 ~ ,,,,WB1[27].0,,,,,,,WB1,27,0
